31,N1.5,R/Dp,R/Dk,robust,
31,R/Dp,N1.5,YR/V,dynamic and active,
31,R/Dp,N1.5,G/Dk,untamed,
32,R/Dk,R/Dl,YR/L,fruitful,
32,R/Dk,Y/Dp,P/Dl,ethnic,
32,Y/Dl,R/Dk,P/S,elaborate,
32,R/Dk,R/Dl,P/Dp,mellow,
32,YR/Dl,R/Dk,YR/Dgr,traditional,
32,GY/Gr,R/Dk,N1.5,substantial,
32,R/Dk,YR/Dk,N1.5,heavy and deep,
32,R/Dgr,N5,R/Dk,old-fashioned,
32,GY/Dk,R/Dk,GY/Dgr,untamed,
33,R/V,Y/V,R/Dgr,dynamic and active,
33,Y/Dk,YR/Gr,R/Dgr,placid,
33,R/Dgr,Y/Dk,N5,quiet and sophisticated,
33,R/V,R/Dgr,Y/S,wild,
33,R/Dgr,N5,R/Dk,old-fashioned,
33,R/Dgr,N5,B/Dk,dignified,
33,Y/Dp,R/Dp,R/Dgr,untamed,
33,R/Dgr,YR/Dk,P/Dgr,serious,
33,R/Dgr,N4,PB/Dgr,strong and robust,
34,R/V,YR/V,Y/B,dazzling,
34,YR/V,YR/Dl,YR/P,delicious,
34,YR/V,Y/P,BG/B,casual,
34,YR/V,RP/V,Y/V,ﬂamboyant,
34,YR/V,Y/L,R/S,abundant,
34,YR/V,Y/V,B/B,enjoyable,
34,R/V,YR/V,N1.5,forceful,
34,RP/V,YR/V,G/Dp,tropical,
34,YR/V,N9.5,PB/V,lively,
35,YR/S,YR/P,YR/Dp,aromatic,
35,R/V,N9,YR/S,bright,
35,YR/S,Y/B,BG/B,enjoyable,
35,R/S,YR/S,R/Dl,delicious,
35,R/S,Y/S,YR/S,abundant,
35,YR/S,R/S,RP/Dl,rich,
35,R/Dp,P/Dl,YR/S,luxurious,
35,R/S,N2,YR/S,dynamic and active,
35,YR/S,R/Dgr,Y/Dk,untamed,
36,Y/P,YR/B,YR/Vp,delicious,
36,YR/B,N9.5,Y/B,friendly                                            ,
36,YR/B,Y/Vp,G/B,lighthearted,
36,R/B,Y/P,YR/B,merry,
36,YR/B,Y/P,BG/P,open,
36,YR/B,G/P,RP/B,amusing,
36,R/V,N9.5,YR/B,bright,
36,R/V,YR/B,PB/V,lively,
36,YR/B,Y/Vp,B/B,healthy,
37,Y/P,YR/Vp,YR/P,sweet,
37,YR/P,Y/Vp,GY/Lgr,restful,
37,YR/P,YR/Vp,GY/P,sunny,
37,R/B,YR/P,Y/P,cheerful,
37,YR/P,Y/Vp,Y/L,lighthearted,
37,YR/P,Y/Vp,BG/P,free,
37,YR/P,R/L,YR/Lgr,domestic,
37,YR/Vp,YR/P,YR/L,intimate,
37,YR/P,Y/Vp,GY/B,friendly,
38,R/P,N9.5,YR/Vp,soft,
38,R/P,YR/Vp,Y/Lgr,domestic,
38,YR/Vp,BG/Vp,P/Vp,dreamy,
38,YR/Vp,YR/L,Y/Lgr,intlmate,
38,YR/P,YR/Vp,GY/P,sunny,
38,RP/Lgr,YR/Vp,N8,delicate,
38,YR/Vp,YR/Lgr,R/L,mild,
38,RP/P,YR/Vp,B/Vp,charming,
38,RP/Lgr,YR/Vp,P/P,feminine,
39,YR/Lgr,Y/Lgr,Y/Vp,agreeable to the touch,
39,YR/Lgr,N9.5,Y/Lgr,amiable,
39,YR/Lgr,N9,B/Vp,gentle,
39,N9,YR/Lgr,YR/L,smooth,
39,YR/Lgr,YR/Vp,Y/Lgr,intimate,
39,YR/Lgr,YR/Vp,N8,dry,
39,YR/Lgr,R/L,YR/Dl,generous,
39,YR/Vp,YR/Lgr,R/Gr,pleasant,
39,YR/Lgr,YR/Vp,RP/Lgr,mild,
40,YR/P,YR/L,R/Vp,intimate,
40,YR/Vp,YR/Lgr,YR/L,amiable,
40,YR/L,Y/Vp,GY/Lgr,wholesome,
40,R/P,R/Vp,YR/L,pleasant,
40,YR/L,Y/L,Y/Lgr,natural,
40,YR/L,Y/Vp,Y/L,generous,
40,YR/Dl,R/Lgr,YR/L,calm,
40,R/Gr,YR/L,Y/Lgr,gentle and glegant,
40,YR/L,YR/Vp,G/L,domestic,
41,YR/Gr,Y/Lgr,Y/Gr,calm,
41,YR/Gr,N8,RP/Gr,modest,
41,YR/Gr,PB/Lgr,B/Gr,aqueous,
41,Y/L,Y/Dl,YR/Gr,provincial,
41,N7,YR/Gr,N4,chic,
41,YR/GR,N6,N8,"simple, quiet and elegant",
41,Y/Dk,YR/Gr,R/Dgr,placid,
41,YR/Gr,N5,N3,subtle and mysterious,
41,Y/Gr,N4,YR/Gr,sober,
42,YR/Dl,R/Lgr,YR/L,calm,
42,YR/Dl,N6,Y/Dl,simple,
42,YR/Dl,Y/Dl,N4,provincial,
42,R/Dk,Y/L,YR/Dl,aromatic,
42,YR/Dk,YR/Dl,Y/Dp,rustic,
42,YR/Dl,YR/Gr,YR/Dgr,diligent,
42,RP/Dp,YR/Dl,YR/Dgr,old-fashioned,
42,YR/Dl,Y/Dk,P/Dk,classic,
42,Y/Dk,YR/Dl,PB/Dgr,traditional,
43,YR/Dp,YR/Lgr,YR/V,delicious,
43,YR/Dk,YR/Dp,YR/L,aromatic,
43,YR/Dp,Y/L,Y/Dp,pastoral,
43,Y/Dgr,YR/Dp,Y/Dp,rustic,
43,YR/Dp,R/Dgr,GY/Gr,practical,
43,P/Dk,YR/Dp,GY/Dk,traditional,
43,YR/Dp,R/S,Y/Dk,untamed,
43,Y/S,YR/Dp,N1.5,grand,
43,PB/Dgr,YR/Dp,N1.5,sturdy,
44,YR/L,Y/Dl,YR/Dk,pastoral,
44,YR/Dl,YR/Lgr,YR/Dk,aromatic,
44,YR/Gr,N5,YR/Dk,placid,
44,Y/S,YR/Dp,YR/Dk,rustic,
44,YR/Dk,YR/Dl,Y/Dk,practical,
44,YR/Dk,Y/Gr,G/Dgr,conservative,
44,R/Dk,Y/S,YR/Dk,substantial,
44,YR/Dk,YR/Dp,N1.5,sturdy,
44,PB/Dgr,YR/Dk,N2,heavy and deep,
45,YR/Dgr,R/Dk,YR/Dl,traditional,
45,R/Gr,YR/Dk,YR/Dgr,practical,
45,YR/Dgr,Y/Gr,GY/Dk,sound,
45,YR/Dgr,YR/Dl,Y/Dk,sturdy,
45,YR/Dgr,YR/Gr,Y/Dgr,conservative,
45,YR/Dgr,Y/Dl,N4,quiet and sophisticated,
45,YR/Dgr,R/V,N1.5,untamed,
45,YR/Dgr,YR/Dk,N2,heavy and deep,
45,YR/Dgr,N4,N1.5,strong and robust,
46,RP/V,YR/V,Y/V,vivid,
46,R/V,Y/V,G/V,ﬂamboyant,
46,Y/V,N9.5,PB/V,sporty,
46,P/V,Y/V,RP/V,showy,
46,YR/V,P/V,Y/V,dazzling,
46,R/V,PB/Dp,Y/V,lively,
46,Y/V,R/V,N1.5,bold,
46,RP/V,Y/V,N1.5,dynamic,
46,P/V,V/V,N1.5,intense,
47,R/V,Y/S,YR/Dk,hot,
47,R/Dp,B/Dp,Y/S,ethnic,
47,RP/Dp,P/S,Y/S,extravagant,
47,Y/S,R/Dp,YR/Dk,rich,
47,R/Dl,RP/Dk,Y/S,mature,
47,RP/V,Y/S,P/V,decorative,
47,R/Dk,Y/S,YR/Dk,substantial,
47,R/Dp,Y/S,P/Dk,luxurious,
47,RP/Dp,Y/S,P/Dp,gorgeous,
48,R/B,Y/B,R/P,cheerful,
48,YR/P,Y/Vp,Y/B,friendly,
48,Y/B,N9.5,GY/B,youthful,
48,YR/V,Y/B,BG/B,enjoyable,
48,Y/B,RP/B,BG/B,pretty,
48,Y/B,N9.5,BG/B,open,
48,R/V,Y/B,P/S,showy,
48,R/V,Y/B,PB/S,casual,
48,G/B,Y/B,PB/V,young,
49,YR/P,R/B,Y/P,cheerful,
49,YR/B,N9.5,Y/P,healthy,
49,Y/P,G/L,G/Vp,citrus,
49,RP/B,Y/P,G/P,cute,
49,R/P,Y/P,B/P,childlike,
49,Y/P,N9.5,G/B,youthful,
49,R/B,Y/P,G/B,merry,
49,YR/B,Y/P,BG/P,open,
49,BG/B,Y/P,PB/B,young,
50,Y/Lgr,Y/Vp,YR/Lgr,gentle,
50,YR/P,Y/Vp,GY/P,free,
50,Y/L,Y/Vp,GY/Lgr,wholesome,
50,YR/P,Y/Vp,Y/B,friendly,
50,RP/P,Y/Vp,B/Vp,dreamy,
50,Y/Vp,GY/Lgr,N7,plain,
50,R/L,R/P,Y/V,generous,
50,YR/B,Y/Vp,G/B,open,
50,B/L,Y/Vp,Y/Lgr,peaceful,
51,YR/P,YR/Vp,Y/Lgr,restful,
51,Y/Lgr,GY/Vp,GY/Lgr,plain,
51,Y/Lgr,G/Vp,G/Lgr,tranquil,
51,YR/L,Y/Lgr,YR/Vp,intimate,
51,Y/L,Y/Lgr,GY/L,natural,
51,Y/Lgr,GY/L,GY/Gr,simple and appealing,
51,R/L,Y/Lgr,YR/L,pleasant,
51,YR/L,Y/Lgr,BG/Lgr,friendly,
51,Y/Lgr,N7,Y/Gr,dry,
52,Y/L,YR/L,Y/Lgr,intimate,
52,YR/L,Y/Vp,Y/L,wholesome,
52,Y/L,Y/Vp,N8,simple and appealing,
52,YR/S,Y/Lgr,Y/L,restful,
52,Y/Lgr,Y/L,Y/Gr,calm,
52,Y/L,GY/Lgr,GY/L,natural,
52,YR/Dp,Y/L,Y/Dp,pastoral,
52,Y/L,GY/Gr,Y/Dl,provincial,
52,Y/L,G/Dl,P/Dk,interesting,
53,YR/Lgr,YR/L,Y/Gr,calm,
53,Y/Lgr,N7,Y/Gr,dry,
53,N7,Y/Gr,N5,sober,
53,YR/Dl,R/Lgr,Y/Gr,nostalgic,
53,R/Gr,YR/Gr,Y/Gr,Japanese,
53,Y/Gr,N3,N5,subtle and mysterious,
53,YR/Dk,Y/Gr,GY/Dk,conservative,
53,N3,Y/Gr,PB/Dk,sound,
53,B/Dk,Y/Gr,N1.5,dapper,
54,YR/L,Y/Dl,YR/Dk,pastoral,
54,R/L,RP/Dk,Y/Dl,nostalgic,
54,YR/Gr,N7,Y/Dl,provincial,
54,R/Dk,Y/Dl,P/S,elaborate,
54,Y/Dl,RP/Dl,BG/Dk,diligent,
54,YR/Dl,N6,Y/Dl,"simple, quiet and elegant",
54,R/Dk,Y/Dl,N2,old-fashioned,
54,RP/Dp,Y/Dl,P/Dk,mellow,
54,YR/Dgr,Y/Dl,N4,quiet and sophisticated,
55,R/Dp,Y/Dp,YR/Dk,extravagant,
55,R/S,Y/Dp,P/Dp,decorative,
55,Y/L,Y/Dp,GY/L,pastoral,
55,Y/Dp,RP/Dp,RP/Dgr,elaborate,
55,R/Dk,Y/Dp,P/Dl,ethnic,
55,Y/Dp,YR/Dp,Y/Dgr,rustic,
55,Y/Dp,R/Dp,P/Dk,gorgeous,
55,R/Dp,Y/Dp,Y/Dk,wild,
55,YR/Dk,Y/Dp,N3,bitter,
56,Y/Dk,R/Gr,P/Dk,tasteful,
56,Y/Dk,Y/Gr,N3,placid,unplacid
56,Y/Dk,Y/Dp,G/Dgr,bitter,
56,YR/Dgr,YR/Dl,Y/Dk,sturdy,
56,R/Dgr,Y/Dk,N5,quiet and sophisticated,
56,YR/Dgr,Y/Dk,P/Dk,traditional,
56,Y/Dk,N1.5,GY/Dp,untamed,
56,RP/Dk,Y/Dl,Y/Dk,old-fashioned,
56,N5,Y/Dk,PB/Dgr,conservative,
57,RP/Dp,YR/Dl,Y/Dgr,tasteful,tasteless
57,R/DGr,Y/Gr,Y/Dgr,quiet and sophisticated,
57,Y/Dgr,N6,BG/Dgr,placid,
57,Y/Dp,YR/Dp,Y/Dgr,rustic,
57,N2,Y/Dp,Y/Dgr,bitter,
57,Y/Dgr,Y/Gr,PB/Dk,dapper,
57,Y/Dgr,R/Dk,PB/Dgr,heavy and deep,
57,N1.5,Y/Dgr,YR/Dk,serious,
57,Y/Dgr,N5,N2,strong and robust,
58,YR/V,Y/V,GY/V,enjoyable,
58,Y/V,N9.5,GY/V,healthy,
58,GY/V,N9.5,G/Vp,fresh,
58,R/V,N9.5,GY/V,festive,
58,Y/V,Y/Vp,GY/V,open,
58,GY/V,N9.5,PB/B,clean and fresh,
58,YR/V,GY/V,RP/V,ﬂamboyant,
58,RP/B,P/V,GY/V,amusing,
58,RP/V,N1.5,GY/V,striking,
59,YR/L,Y/Vp,GY/S,lighthearted,
59,Y/L,N9.5,GY/S,wholesome,
59,Y/Vp,GY/S,Y/Dl,calm,
59,YR/Dl,YR/Lgr,GY/S,natural,
59,R/P,P/Dl,GY/S,interesfing,
59,GY/S,N8,G/Gr,quiet,
59,R/Dp,GY/S,YR/Dgr,untamed,
59,RP/Dl,Y/Dp,GY/S,ethnic,
59,N8,GY/S,N4,artistic,
60,R/P,GY/B,Y/B,sweet-sour,
60,Y/B,N9.5,GY/B,youthful,
60,GY/B,Y/Vp,BG/P,free,
60,RP/B,Y/Vp,GY/B,cute,
60,YR/P,Y/Vp,GY/B,friendly,
60,GY/B,N9.5,PB/B,fresh,
60,Y/B,R/V,GY/B,bright,
60,GY/P,Y/V,GY/B,citrus,
60,GY/Vp,GY/B,BG/B,steady,
61,Y/Vp,R/P,GY/P,sweet-sour,
61,GY/P,Y/Vp,G/Lgr,tranquil,
61,GY/P,BG/B,B/Vp,fresh,
61,YR/L,Y/Vp,GY/P,free,
61,GY/P,Y/V,Y/Vp,citrus,
61,GY/P,N9.5,BG/B,fresh and young,
61,YR/P,YR/Vp,GY/P,healthy,
61,YR/B,GY/P,Y/Vp,lighthearted,
61,PB/B,GY/P,B/B,youthful,
62,R/Vp,N9.5,GY/Vp,innocent,
62,Y/Vp,N9.5,GY/Vp,light,
62,Y/Lgr,GY/Vp,GY/Lgr,plain,
62,YR/P,YR/Vp,GY/Vp,sunny,
62,GY/Vp,R/Vp,PB/V,soft,
62,GY/Vp,G/Lgr,B/Vp,tranquil,
62,GY/Vp,R/P,BG/Vp,sweet-sour,
62,P/Vp,PB/Vp,GY/Vp,emotional,
62,GY/Vp,GY/B,BG/B,steady,
63,R/Lgr,N9,GY/Lgr,soft,
63,YR/Vp,GY/Lgr,N7,tranquil,
63,GY/Lgr,N9,PB/Lgr,plain,
63,YR/Vp,YR/P,GY/Lgr,restful,
63,YR/L,Y/Vp,GY/Lgr,wholesome,
63,Y/L,GY/Lgr,GY/L,natural,
63,R/P,Y/Vp,GY/Lgr,domestic,
63,Y/Gr,GY/L,GY/Lgr,pastoral,
63,P/L,YR/Gr,GY/Lgr,interesting,
66,Y/S,Y/Lgr,GY/Dl,pastoral,
66,Y/Dl,N7,GY/Dl,"simple, quiet and elegant",
66,P/Dl,N9,GY/Dl,Japanese,
66,YR/Dk,YR/Dl,GY/Dl,rustic,
66,R/P,P/Dl,GY/Dl,ethnic,
66,N7,N3,GY/Dl,quiet and sophisticated,
66,R/Dgr,R/V,GY/Dl,wild,
66,P/Dp,R/Dp,GY/Dl,mature,
66,Y/Dgr,GY/Dl,N2,diligent,
67,Y/S,R/S,GY/Dp,mature,
67,YR/Dp,Y/L,GY/Dp,pastoral,
67,GY/Vp,GY/L,GY/Dp,natural,
67,R/Dp,Y/S,GY/Dp,rich,
67,RP/S,PB/Dp,GY/Dp,complex,
67,G/L,GY/Dp,B/Dp,grand,
67,P/Dp,GY/Dp,N1.5,elaborate,
67,YR/Dgr,GY/Dp,N2,untamed,
67,GY/Dp,N7,N1.5,heavy and deep,
68,R/Dk,Y/S,GY/Dk,wild,
68,YR/Dl,GY/Lgr,GY/Dk,pastoral,
68,P/Gr,N4,GY/Dk,subtle and mysterious,
68,P/Dk,R/S,GY/Dk,ethnic,
68,R/Dl,GY/Dk,YR/Gr,tasteful,
68,GY/Dk,Y/Dl,N3,quiet and sophisticated,
68,YR/Dgr,R/Dp,GY/Dk,untamed,
68,P/Dk,YR/Dp,GY/Dk,traditional,
68,YR/Dk,Y/Gr,GY/Dk,conservative,
69,YR/Dk,YR/Dp,GY/Dgr,diligent,
69,YR/Dgr,YR/Gr,GY/Dgr,practical,
69,GY/Dgr,N6,B/Dl,masculine,
69,P/Dk,Y/Dl,GY/Dgr,deep,
69,Y/Dk,Y/Gr,GY/Dgr,splendid,
69,GY/Dgr,N6,PB/Dgr,solemn,
69,GY/Dk,R/Dk,GY/Dgr,untamed,
69,Y/Dl,YR/Dk,GY/Dgr,traditional,
69,YR/Dgr,N4,GY/Dgr,serious,
70,R/V,Y/V,G/V,vigorous,
70,RP/V,G/V,Y/V,vivid,
70,GY/Vp,GY/V,G/V,steady,
70,R/V,PB/V,G/V,lively,
70,RP/V,YR/V,G/V,ﬂamboyant,
70,Y/P,G/V,P/V,showy,
70,RP/V,P/Dp,G/V,provocative,
70,R/V,N1.5,G/V,active,
70,G/V,Y/V,N1.5,dynamic,
71,GY/V,Y/P,G/S,youthful,
71,G/S,Y/Vp,G/P,fresh,
71,G/S,N9.5,BG/P,clean and fresh,
71,RP/V,Y/V,G/S,ﬂamboyant,
71,G/S,Y/P,PB/S,young,
71,GY/Lgr,G/S,G/Dk,relaxed,
71,Y/V,G/S,N1.5,dynamic,
71,RP/S,N1.5,G/S,tropical,
71,G/S,N8,PB/Dk,steady,
72,YR/B,Y/Vp,G/B,lighthearted,
72,Y/Vp,Y/B,G/B,open,
72,Y/Vp,GY/P,G/B,fresh,
72,R/B,Y/P,G/B,enjoyable,
72,R/V,RP/Vp,G/B,bright,
72,G/B,N9.5,PB/B,yothful,
72,RP/B,Y/V,G/B,merry,
72,R/V,Y/V,G/B,showy,
72,RP/V,G/B,P/Dp,provocative,
73,GY/P,Y/Vp,G/P,free,
73,G/P,G/Vp,N9.5,fresh and young,
73,P/P,N9.5,G/P,pure and simple,
73,YR/Vp,Y/P,G/P,open,
73,G/S,Y/Vp,G/P,fresh,
73,G/P,N9.5,PB/B,refreshing,
73,R/B,Y/P,G/P,cute,
73,Y/Vp,G/P,PB/S,steady,
73,G/P,N9,N3,progressive,
74,R/Vp,N9.5,G/Vp,charming,
74,G/Vp,N9.5,BG/Vp,neat,
74,N9.5,G/Vp,BG/P,fresh and young,
74,RP/Vp,N8,G/Vp,supple,
74,Y/P,G/L,G/V,citrus,
74,G/Vp,N9.5,B/P,clear,
74,RP/P,G/Vp,R/Vp,innocent,
74,GY/V,N9.5,G/Vp,fresh,
74,G/Vp,B/Lgr,BG/Gr,quiet,
75,R/Lgr,N9.5,G/Lgr,supple,
75,G/Lgr,YR/Vp,N8,tranquil,
75,G/Lgr,N9,BG/P,pure and simple,
75,GY/Lgr,Y/Vp,G/Lgr,natural,
75,Y/Lgr,G/Lgr,N7,simple and appealing,
75,GY/Lgr,G/Lgr,GY/V,plain,
75,YR/P,YR/Vp,G/Lgr,domestic,
75,G/Lgr,BG/Gr,N7,peaceful,
75,N9.5,G/Lgr,PB/P,crystalline,
76,YR/Vp,N8,G/L,peaceful,
76,GY/P,GY/Vp,G/L,fresh,
76,G/L,N9.5,BG/Vp,neat,
76,Y/P,G/L,G/Vp,citrus,
76,G/Vp,G/L,BG/Gr,tranquil,
76,G/L,N9.5,PB/B,fresh and young,
76,YR/L,Y/Vp,G/L,healthy,
76,G/L,P/Vp,PB/L,Western,
76,G/L,GY/Dp,B/Dp,grand,
77,G/Gr,Y/Lgr,N6,peaceful,
77,N8,B/Lgr,G/Gr,quiet,
77,G/Gr,N9,B/Gr,urbane,
77,P/Gr,PB/Lgr,G/Gr,fashionable,
77,P/Gr,N8,G/Gr,sober,
77,G/Gr,N9.5,PB/Dl,smart,
77,RP/Dl,G/Gr,P/Lgr,interesting,
77,P/Dl,N9,G/Gr,stylish,
77,BG/Vp,G/Gr,RP/Dgr,grand,
78,YR/S,R/S,G/Dl,abundant,
78,GY/Gr,Y/L,G/Dl,natural,
78,G/Dl,N9.5,PB/Dl,intellectual,
78,RP/Lgr,G/Dl,RP/Dgr,adult,
78,Y/Dk,N9,G/Dl,tranquil,
78,G/Dl,BG/Lgr,PB/Gr,quiet,
78,RP/S,R/Dk,G/Dl,complex,
78,Y/L,G/Dl,P/Dk,interesting,
78,GY/Gr,G/Dl,BG/Dgr,deep,
79,RP/V,YR/V,G/Dp,tropical,
79,Y/Lgr,G/Gr,G/Dp,natural,
79,G/Gr,N8,G/Dp,tranquil,
79,Y/Dk,R/S,G/Dp,wild,
79,P/Dp,G/Dp,N7,decorative,
79,G/Dp,BG/Vp,PB/Dp,progressive,
79,RP/Dp,Y/S,G/Dp,ethnic,
79,YR/Dp,N1.5,G/Dp,practical,
79,G/Dp,Y/Gr,N2,sound,
80,R/V,YR/V,G/Dk,abundant,
80,G/Dk,P/Lgr,RP/Dl,adult,
80,N7,BG/Gr,G/Dk,quiet,
80,R/Dp,Y/S,G/Dk,rich,
80,YR/Dk,YR/Dl,G/Dk,untamed,
80,YR/Dgr,N7,G/Dk,dignified,
80,N1.5,R/Dp,G/Dk,robust,
80,P/Dk,YR/Dp,G/Dk,classic,
80,R/Dgr,Y/Dl,G/Dk,practical,
81,YR/Dgr,N5,G/Dgr,quiet and sophisticated,
81,G/Dgr,Y/Dp,Y/Dk,bitter,
81,P/Dgr,PB/Gr,G/DGr,dignified,
81,R/Dgr,YR/Gr,G/Dgr,placid,
81,YR/Dk,Y/Gr,G/Dgr,conservative,
81,G/Dgr,N5,N1.5,strong and robust,
81,YR/Dk,N1.5,G/Dgr,heavy,
81,R/Dgr,Y/Dl,G/Dgr,sound,
81,G/Dgr,YR/Dk,PB/Dgr,heavy and deep,
82,YR/V,Y/P,BG/V,casual,
82,BG/V,N9.5,PB/V,agile,
82,N8,PB/Dk,BG/V,progressive,
82,YR/V,BG/V,RP/V,showy,
82,BG/V,Y/V,PB/Dk,sporty,
82,BG/V,N8,N2,modern,
82,R/V,N1.5,BG/V,vigorous,
82,Y/B,BG/V,N1.5,active,
82,BG/V,N9.5,N1.5,sharp,
83,R/V,N9.5,BG/S,sporty,
83,BG/S,Y/P,PB/DK,active,
83,BG/S,N9.5,PB/Dp,agile,
83,RP/V,YR/B,BG/S,tropical,
83,B/Lgr,BG/S,BG/Dk,grand,
83,BG/S,N8,PB/Dl,smart,
83,P/V,RP/V,BG/S,provocative,
83,BG/S,P/Dp,PB/S,mysterious,
83,BG/S,N9.5,PB/Dk,sharp,
84,R/P,Y/P,BG/B,pretty,
84,GY/B,Y/P,BG/B,youthful,
84,BG/B,N9.5,PB/B,refreshing,
84,YR/S,Y/B,BG/B,enjoyable,
84,BG/B,Y/P,B/V,young,
84,BG/B,N9.5,PB/V,clean and fresh,
84,RP/V,BG/B,Y/V,tropical,
84,RP/B,BG/B,P/V,colorful,
84,G/Vp,BG/B,PB/V,progressive,
85,Y/P,Y/Vp,BG/P,healthy,
85,N9.5,GY/Vp,BG/P,pure,
85,BG/Vp,N9.5,BG/P,neat,
85,G/S,N9.5,BG/P,clean and fresh,
85,B/Vp,BG/P,PB/B,fresh and young,
85,BG/P,N9.5,B/P,clean,
85,R/Vp,P/Dl,BG/P,Western,
85,BG/P,PB/Dp,N7,cultivated,
85,BG/P,N9.5,PB/B,crystalline,
86,R/Vp,N9,BG/Vp,supple,
86,BG/Vp,N9.5,PB/Vp,pure,
86,BG/Vp,N9.5,BG/P,neat,
86,YR/Vp,BG/Vp,GY/Vp,soft,
86,BG/Vp,P/Vp,PB/Lgr,dreamy,
86,BG/Vp,N9.5,PB/P,clean,
86,YR/Lgr,BG/Vp,Y/Vp,gentle,
86,BG/Vp,B/P,B/Dl,steady,
86,BG/Vp,N9.5,PB/B,crystalline,
87,TP/P,Y/Vp,BG/Lgr,pretty,
87,YR/Lgr,Y/Vp,BG/Lgr,peaceful,
87,BG/Lgr,N9.5,B/P,neat,
